id,content,user_id,article_id,created_at,updated_at
148,"お笑いコンビ「平成ノブシコブシ」徳井健太(33)が、とんでもない騒動を巻き起こした。若手女芸人との不倫現場を、よりにもよってネットで生配信してしまったのだ。前代未聞の放送事故にネット上は大騒然。ところが途中で、目の前のカメラに語りかける羽柴の行動を不審に思った徳井が問い詰めると、ネット生配信をしていることが発覚。動画共有サイトの再生回数は30万回に迫った…。そもそも徳井は2児の父であり、これが事実となれば不倫ということになってしまう。そもそもノブコブの相方・吉村崇(33)が徳井家の夫婦不和話をネタにしていたことから、余計に不倫説に信ぴょう性を与える結果となった。なんともお騒がせな芸人たちだ。",6,178,"2013-10-14 23:41:06.823801","2013-10-14 23:41:06.823801"
149,"【ビジネスの裏側】 その関西弁、外国人社員に正しく伝わっていますか?−。標準語の日本語を学んだ外国人に関西弁の意味やニュアンスは理解されにくく、ミスコミュニケーションにつながりかねないためだ。だが、生粋の関西人に標準語で仕事をしろというのも酷な話。ミスをした外国人社員を日本人上司が元気づけようとかけた言葉に、その外国人社員は縮み上がった。 関西人が親しみをこめていう「アホか」や、「なんでやねん」という独特の突っ込みも、外国人には理解不能だ。冗談ではなく、こうした積み重ねによって関西企業では今、日本人上司と外国人社員の間でのミスコミュニケーションが急増。",6,176,"2013-10-14 23:41:06.946478","2013-10-14 23:41:06.946478"
150,"前年の同期間と比べると、はてなブックマーク経由は-48.97%、Gunosyは+5,183.07%です。はてなブックマークのアルゴリズムが変更されたり、Gunosyのアプリが登場したりと様々な要因がありますが、一時期誰もが口を揃えて言っていた「はてなブックマークを狙え」という手法の時代は完全に終わりの時期に来たと感じています。「はてなブックマーク人気エントリーになる=Gunosy掲載」ではない。最近、Gunosyに掲載されてアクセスが多かった記事は以下。はてなブックマーク経由でアクセスの多かった上位10記事。男性には理解不能。Gunosy経由でアクセスの多かった上位10記事。",6,177,"2013-10-14 23:41:07.175654","2013-10-14 23:41:07.175654"
151,"テスト書きすぎるとよくないって言ってる人がいた.DHHっていう人.作業時間の1/3以上テストしてたらおかしいとか,ActiveRecordのバリデーションなど,Railsの機能はテストしない,とか.。ケースバイケースとしか… テスト書きすぎ問題 - hitode909の日記 http://t.co/PEb24pMCQR #Zenback @hitode909さんから&mdash; なおぱー (@naopr) 2013, 10月 14。階層が増えるとテストが増える - はこべブログ ♨。スポーツの秋とテスト - ainameの日記。追記,テストについての話題が集まりつつある.。追記。",6,175,"2013-10-14 23:41:07.356909","2013-10-14 23:41:07.356909"
152,"Nokogiriでスクレイピングする記事検索してたら魏のwiki出てきてワロタ",3,180,"2013-10-15 09:51:02.043600","2013-10-15 09:51:02.043600"
153,"大型で強い台風26号の接近に伴い、東京都内のホテルは出勤が困難になることに備えた人たちなどの予約で、満室になるところが増えています。このうち東京・渋谷の渋谷東武ホテルでも、およそ200室ある部屋がすでに予約で満室になっています。渋谷東武ホテルの稲生篤史さんは「通常、連休明けは空室が多いのですが、台風の接近に伴い、きのうの昼ごろから予約の問い合わせが増えてきて、けさも電話が鳴りやまない状況です」と話していました。",6,185,"2013-10-15 23:41:05.352374","2013-10-15 23:41:05.352374"
154,"ドラマ『Woman』(日本テレビ系)でシングルマザーを演じ、多くの女性団を泣かせている満島ひかり(27才)。その秘密は挫折と家族にあった。結局、満島は個人で芸能活動を続けたが、鳴かず飛ばずの日々が続く。どん底の日々を送っていた満島。そんな彼女を支えていたのは意外な人物だった。「当時、満島さんはミッツ・マングローブさん(38才)が経営していたバーに足繁く通っていたそうです。ひかりと名前をマジックで書いた焼酎ボトルを飲みながら、ふたりで夜な夜な語り明かしていたみたいなんです」(満島の知人)。ミッツも自身のブログで、満島との友情について、こう綴っている。※女性セブン2013年9月12日号。",6,184,"2013-10-15 23:41:05.538247","2013-10-15 23:41:05.538247"
155,"13日にスタートした、SMAPの木村拓哉主演のTBS系ドラマ「安堂ロイド〜A.I. knows LOVE?〜」(日曜、午後9・00)の初回視聴率が関東地区で19・2%(ビデオリサーチ調べ)を記録したことが15日、分かった。また、木村は同番組の公式ホームページで、役柄の沫嶋黎士としてブログを開設。キムタクの生の声が直接聞ける貴重な機会とあって、大反響となっている。【写真】浜崎あゆみ、長瀬への思い吹っ切れた!肩のペアタトゥーも消した… TBSによると、「沫嶋黎士」名義でのブログ開設は9日から。1日に約2回のペースでブログを更新しており、アクセスが集中し、同ブログがつながりにくい状態となっている。",6,182,"2013-10-15 23:41:05.858693","2013-10-15 23:41:05.858693"
156,"今や一大SNSとなったフェイスブック。その機能のひとつとして活躍しているのが「いいね!」ボタンです。しかし、国によってはこのフェイスブックの投稿はもちろん、投稿記事に「いいね!」することさえ禁じている地域があることをご存知でしょうか。「『いいね!』で測る各国のネット自由度」というタイトルの記事で、世界には「違法コンテンツに『いいね!』すると刑罰の対象になる国がある」として、具体的な例を次のように挙げています。あらゆる角度から世界情勢を切り取る「Newsweek」。思わず自慢したくなりそうです。【関連リンク】。広告+ オフシャルサイト。http://kokoku-plus.com/。",6,183,"2013-10-15 23:41:06.185207","2013-10-15 23:41:06.185207"
157,"気象庁は15日午前、臨時の記者会見を行い、「関東に接近する台風としては『10年に一度』の強さとなる。早めの避難を心がけるとともに不要な外出は控えてほしい」と、厳重な警戒を呼びかけました。気象庁予報課の内田裕之主任予報官は15日午前、臨時の記者会見を行いました。このなかで内田主任予報官は「台風26号は、16日の朝、強い勢力で関東地方にかなり接近する見込みで、上陸するおそれもある。関東地方に接近する台風としては、平成16年10月の台風22号以来、『10年に一度』の強い台風になるおそれがある」と説明し、東海から北海道にかけての太平洋側を中心に暴風や高波に厳重に警戒するよう呼びかけました。",6,181,"2013-10-15 23:41:06.248742","2013-10-15 23:41:06.248742"
158,"document。ruby nokogiri スクレイピング  &dagger;。スクレイピングのためのNokogiri利用メモ - それはそれ。Document 等の Nokogiri::XML::Node または Nokogiri::XML::NodeSet オブジェクトに対して、。doc.xpath(""//td"").each do |v|。print 'aaaaaaaaaa' + NKF.nkf(opt,v.path) + ""aaaaaaaaaaa\r\n""。tds[0].next #次のノード。tds[0].parent #親ノード。if(cqid.length != 0)。end。",6,180,"2013-10-15 23:41:06.456266","2013-10-15 23:41:06.456266"
159,"農業革命、工業革命、そして情報革命——。20世紀の終わりに発生した第3の革命はまだ始まったばかりだ。しかし、20年前と比べれば生活の変わりように気づくはず。圧倒的利便性によって、インターネットは急速にライフラインになった。2008年に1兆だったページの数は現在、30兆。ネット利用者数もまた現在の23億人からさらに膨れ上がっていく。あらゆる情報がネット上に集約され、人が互いにつながる世界、世界全人口の70億人がネット化する未来とは。「インターネットの父」や「AI(人工知能)研究の第一人者」と呼ばれる賢者の言葉から、10年先のネットの世界を展望する。目次。",6,186,"2013-10-16 23:41:05.439534","2013-10-16 23:41:05.439534"
160,"GitHub Flow に準ずる。新しい何かに取り組む際は、 pull request を用いるべきである。作成したブランチにローカルでコミット後、ただちに github に push し タイトルに [WIP] と付けた pull request を作成しなければならない。レビューアを github のメンションを用いて指定しなければならない。デプロイは pull request の作成者が行う。デプロイは capistrano もしくは webistrano を用いるべきである。Release&rsquo;s notes の作成方法。Publish release ボタンをクリックする。",6,187,"2013-10-17 23:41:05.541523","2013-10-17 23:41:05.541523"
161,"                        We have emailed the verification/download link to """".。schoowebcampus。ーーーーーーーーーーーーーーーーーーーーーーー...。ーーーーーーーーーーーーーーーーーーーーーーーschoo WEB-campusは「WEBに誕生した、学校の新しいカタチ」。https://schoo.jp/class/200/roomーーーーーーーーーーーーーーーーーーーーーーー。Uploaded via SlideShare as Adobe PDF。© All Rights Reserved。",6,190,"2013-10-18 23:41:06.860071","2013-10-18 23:41:06.860071"
162,"この授業は、「起業前に知っておきたい、の具体策」として、シリーズで開講されており、起業前〜起業して間もない方が対象となっています。クラウドファンディングサービス、CAMPFIREを運営する株式会社ハイパーインターネッツより代表の石田光平さんを先生としてお招きして授業を開講します!サービス立ちあげから、運営する際に直面した事柄について、経験談を基に授業を進行します。起業検討中の方から、会社を始めたばかりの方にこそ受けていただきたいベストプラクティス満載の授業です。",6,191,"2013-10-18 23:41:07.158689","2013-10-18 23:41:07.158689"
163,"特にシリーズ化を目論むわけではないですが、。完全に理解しているわけではないけど、使える。そういうのはよくないのでしっかりと理解しよう!。というテーマでやります。今回はSSHの仕組みについて書いていこうと思います。参考記事。概要 ~SSHとは~。SSHの仕組みを理解するための用語。鍵交換方式の仕組みと実際のコマンド。このような流れで書いていきます。概要 ~SSHとは~。SSHはSecure Shellの略で、あるマシンに別のマシンからアクセス , ログインするというイメージです。サーバーというときはクライアントといい、。リモートというときはローカルというイメージ。たぶん厳密には違うのだろうけど。",6,189,"2013-10-18 23:41:07.296365","2013-10-18 23:41:07.296365"
164,"Web系に限らずですがとにかくいろんなことを考えなければいけません。業界で3年以上やっていたエンジニアならいざしれず、非エンジニアやフロントエンドしか触ったことのないエンジニア。そして学生等々、Web系ベンチャーをやるには案外考えることが多いんだぜってことを伝えたいと思います。開発編。運用編。まとめ。という流れで説明します。開発編。主にサービスローンチまでのプロセス。最近でいうとMVP (Minimum Viable Product)だったりアジャイルだったりが流行っていますが、。とりあえずMVPを構築するまでに考えなければいけないことをリストを書いていきます。",6,188,"2013-10-18 23:41:07.446901","2013-10-18 23:41:07.446901"
165,"これは刑法で禁じられた「賭博」にあたらないのだろうか。一見「賭博」にあたりそうだが&hellip;&hellip;。それなら、番組でやっている内容は、まさに「賭博」に該当しそうだが&hellip;&hellip;。その場の食事や飲み物代なら賭けてもOK。なるほど、関係者がその場で消費する食べ物や飲み物、その支払いを賭けて行うゲームは賭博罪にならないということだ。伊藤弁護士は「現金を賭けた場合には、金額がたとえ少額であっても賭博罪に該当します」と注意を促していた。(弁護士ドットコム トピックス)。伊藤 諭(いとう・さとし)弁護士。横浜弁護士会所属(川崎支部)。事務所名:市役所通り法律事務所。",6,192,"2013-10-19 23:41:05.594801","2013-10-19 23:41:05.594801"
166,"Resqueの構成例:。1つのworkerは1つずつjobを実行する。queueの作成はrubyコードで定義する。$ cd examples/demo。require 'resque'。module Demo。  module Job。    @queue = :default。      sleep 1。このJobを作成しqueueに登録してみる。>> require 'job'。>>Resque.enqueue(Demo::Job, 'aaa')。(in /Users/masatomo/workspaces/resque/examples/demo)。Processed a job!。",6,196,"2013-10-20 23:41:07.210752","2013-10-20 23:41:07.210752"
167,"memo.yomukaku.net。Rails 4の非同期キュー: ActiveSupport::Queue。Rails 4から標準で非同期のキューが使えるようになるようです。ActiveSupport::Queueについてはhttp://edgeapi.rubyonrails.org/classes/ActiveSupport/Queue.htmlにより詳しく書かれています。ActiveSupport::Queueの使い方。Rails.queue.push(PublishBook.new(book))。rails。rails4。rails 4。active support。queue。",6,197,"2013-10-20 23:41:07.423348","2013-10-20 23:41:07.423348"
168,"Railsで入力画面からDB登録をして、メールを送って、画像リサイズして、Tweetして…完了画面を出すなんてときに、DB登録以外の処理を非同期にして、サクっと画面を出すときに使えるプラグインです。仕組みとしては、「delayed_jobs」というテーブルに実行予約させる処理を登録して、 定期的にdelayed_jobsプロセスが予約済みの処理を順次実行していってくれます。[Rails][非同期処理]delayed_job設定方法まとめ | NAMAKESUGI。ruby 1.8.7。Rails 2.3.8。delayed_job 2.0.5。Rails3x系は上記サイトなどをご参考ください。",6,195,"2013-10-20 23:41:08.790685","2013-10-20 23:41:08.790685"
169,"cluster_id2 \t key2-1 \t value2-1 \t key2-2 \t value2-2 \t ...\n。 cluster_id1 \t key1-1 \t value1-1 \t key1-2 \t value1-2 \t ...\n。cluster_id2 \t key2-1 \t value2-1 \t key2-2 \t value2-2 \t ...\n。1       田村    小島。2       阿佐田  青柳。小島    1       0.987737。古川    3       0.922401。田村    1       0.987737。",6,193,"2013-10-20 23:41:10.103101","2013-10-20 23:41:10.103101"
170,"動機。TopCoderリターンズ。そうやってしばらくTopCoderから離れてしまってから、再度TopCoder熱が再燃したのは、社会人になって会社の同僚とTopCoderの勉強会をしようという話をしてからでした。TopCoderはじめました(今更。TopCoderアカウント登録、SRM(Single Round Match)解説。雑記/TopCoderでプラグインを導入してコーディング時間を短縮する。SRMのルール。まずSRMに参加すると、参加者はDiv1とDiv2に分かれます。TopCoderに参戦開始。TopCoderのSRMに参戦して、レーティングがつけられると、モチベーションが湧く。",6,200,"2013-10-21 23:41:06.568910","2013-10-21 23:41:06.568910"
171,"",6,199,"2013-10-21 23:41:09.211099","2013-10-21 23:41:09.211099"
172,"ロングセラー書の改訂第5版。OS Xで初めてUnixに触れる人にとって必要な情報は何かを簡潔にまとめた、Macユーザにとっても敷居が高くないUnixコマンドの解説書。Unixシステムでよく使われるコマンドを網羅的に解説します。Dave Taylor(デイブ・テイラー):ビジネスとテクノロジーの分野で人気の評論家、作家、教育者、講演者。教育学修士。「AskDaveTaylor.com」という技術についてのQ&Aサイト(http://www.askdavetaylor.com/)も運営している。コロラド州ボルダー在住。http://www.davetayloronline.com/にウェブページ。",6,198,"2013-10-21 23:41:10.985563","2013-10-21 23:41:10.985563"
173,"Rails上でのBULK　INSERTの方法。
タグの編集に使えるのではないかと思う。",3,201,"2013-10-22 05:25:00.476832","2013-10-22 05:25:00.476832"
174,"photo by Iqbal Osman1。このたび留年が確定しました。現状。uiureo/seiseki.pdf &middot; GitHub。語学は4期連続で単位を落とし続けている。こうなった理由は、当然大学に行かなかったからだ。卒業へのモチベーションがないというのも大きいと思う。大学を卒業してもやりたいことがない。卒業する経済的メリットがないというのもある。履修した授業では試験にだけ出現する幽霊になった。結局3回生前期で単位が取れた授業は一つだけだった。卒業。現実的な問題を言って、年々卒業難易度が上がっている。俺が卒業できないのはどう考えても総長が悪い。なんとか今世紀中には卒業したい。",6,202,"2013-10-22 23:41:07.905227","2013-10-22 23:41:07.905227"
175,"タレントのタモリさんが司会を務めて30年以上続き、ギネス世界記録にも認定された民放のバラエティ番組「笑っていいとも!」が、来年3月いっぱいで終了することになりました。番組の終了は、22日に放送された番組の中で、タレントの笑福亭鶴瓶さんの問いかけに、司会のタモリさんが「来年の3月で終わります」と答えるかたちで、明らかにされました。「笑っていいとも!」は、昭和57年に放送が始まったフジテレビのバラエティ番組で、日替わりのゲストとタモリさんが軽妙な会話を繰り広げる「テレフォンショッキング」などさまざまなコーナーで人気を集めました。テレフォンショッキングの第1回のゲストは、歌手の桜田淳子さんでした。",6,203,"2013-10-22 23:41:07.996773","2013-10-22 23:41:07.996773"
176,"そこでBULK INSERTと言われる単発のSQLで一括登録する方法がよく使われます。BULK INSERTとは。単純なbooksというテーブルを使い、BULK INSERTはどういうものか確認する。`name` varchar(255) COLLATE utf8_unicode_ci DEFAULT NULL,。`created_at` datetime NOT NULL,。`updated_at` datetime NOT NULL,。) ENGINE=InnoDB DEFAULT CHARSET=utf8 COLLATE=utf8_unicode_ci。",6,201,"2013-10-22 23:41:08.353508","2013-10-22 23:41:08.353508"
177," [youRoom][rails][plugin] Railsで非同期処理を行うには""Delayed_job""がおすすめ。Railsで非同期処理を行いたいと思うことはありませんか?。そんな時便利なのが""Delayed_job""というプラグインです。http://github.com/tobi/delayed_job。mail.deliver。mail.send_later(:deliver)。rake jobs:work。このような感じで、""Delayed_job""を利用すると非常に簡単に非同期処理を実現できます。Railsで非同期処理を行うときは、ぜひDelayed Jobをご利用ください。",6,194,"2013-10-22 23:41:09.224255","2013-10-22 23:41:09.224255"
178,"髪を剃ったらクセ毛が直る?。ある日、髪質が変わることは大いにあり得るが、坊主にしたことに起因することはない。暑い日が続いているし、ここは思い切ってばっさりいってしまうのも…ありかも? 写真提供/PIXTA 前髪が額にベッタリとはりつき、襟足には汗の [...]。",6,204,"2013-10-23 23:41:07.057032","2013-10-23 23:41:07.057032"
179,"RSpec の簡単な使い方。RSpec on Rails (途中まで)。RSpec を実行できます。RSpec の実行。RSpec on Rails は、RSpec を Rails で使うための Rails プラグインです。RSpec。RSpec on Rails のインストール。RSpec をプラグインとしてインストールすることで、RSpec と RSpec on Rails の。す。この連載でも RSpec と RSpec on Rails の両方を Rails プラグインとしてインストー。# RSpec on Railsをインストールする。RSpec on Rails 用ファイルの生成。",6,218,"2013-10-24 23:41:07.258550","2013-10-24 23:41:07.258550"
180,"it ""sasata299's blog はタグを2つ持つこと"" do。name: ""sasata299's blog""。- sasata299's blog は perl と mysql というタグを持つこと。- sasata299's blog はタグを2つ持つこと (PENDING: hoge)。Blogデータを一覧表示する場合 sasata299's blog はタグを2つ持つこと (hoge)。==============================================================================。blogs(:my_blog)。",6,217,"2013-10-24 23:41:07.483951","2013-10-24 23:41:07.483951"
181," Rails 3 でやってみた --『スはスペックのス 【第 1 回】 RSpec の概要と、RSpec on Rails (モデル編)』。Rails。Rubyist Magazine - スはスペックのス 【第 1 回】 RSpec の概要と、RSpec on Rails (モデル編)。spec/models/entry_spec.rb。spec/models/blog_spec.rb。spec/models/entry_spec.rb。Rails 3 でやってみた --スはスペックのス 【第 2 回】 RSpec on Rails (コントローラとビュー編) - 牌語備忘録 - pygo。",6,216,"2013-10-24 23:41:09.675440","2013-10-24 23:41:09.675440"
182,"require 'spork'。#require 'spork/ext/ruby-debug'。Spork.prefork do。# need to restart spork for it take effect.。require 'rspec/rails'。require 'rspec/autorun'。# in spec/support/ and its subdirectories.。RSpec.configure do |config|。#。#。# config.mock_with :rr。# rspec-rails.。end。end。Spork.each_run do。end。",6,215,"2013-10-24 23:41:10.461441","2013-10-24 23:41:10.461441"
183,"I'm using rspec for testing w my rails 3 app. I need to seed the database before the tests start. How can I seed the database with the following:。/db/seeds.rb。[""Admin"", ""Member""].each do |role_name|。Role.find_or_create_by_name(role_name)。end。Thanks。",6,213,"2013-10-24 23:41:11.225349","2013-10-24 23:41:11.225349"
184,"RSpec の簡単な使い方。RSpec on Rails (途中まで)。RSpec を実行できます。RSpec の実行。RSpec on Rails は、RSpec を Rails で使うための Rails プラグインです。RSpec。RSpec on Rails のインストール。RSpec をプラグインとしてインストールすることで、RSpec と RSpec on Rails の。す。この連載でも RSpec と RSpec on Rails の両方を Rails プラグインとしてインストー。# RSpec on Railsをインストールする。RSpec on Rails 用ファイルの生成。",6,214,"2013-10-24 23:41:12.203205","2013-10-24 23:41:12.203205"
185,"SublimeText3 でも動作確認しました。設定。(sublime 3 は怒られません。SublimeText2 ( SublimeText の再起動が必要)。https://github.com/SublimeText/TrailingSpaces。sublime-text-2-git。https://github.com/kemayo/sublime-text-2-git。SublimeText3 でも動いた。https://github.com/SublimeText/Tag。https://github.com/maltize/sublime-text-2-ruby-tests。",6,212,"2013-10-24 23:41:12.586189","2013-10-24 23:41:12.586189"
186,"Compassのインストール。Sublime Text 2とパッケージをインストール。5, Sublime Text 2とパッケージのインストール。Sass。最後に、Sublime Text 2でビルド設定を変更します。/* *****************************。**************************** */。/* *****************************。**************************** */。Sublime Text 2 で Sass/compass のコンパイルができるパッケージ 『Compass』。",6,210,"2013-10-24 23:41:15.268604","2013-10-24 23:41:15.268604"
187,"Emmetプラグインのインストール!。Emmet Documentation。Emmetプラグインのインストール!。//[Emmet]Tabキー展開の停止。}。/*box-shadow*/。/*text-shadow*/。/*box-shadow*/。/*text-shadow*/。-moz-text-shadow: -1px 1px 0 #033070;。-o-text-shadow: -1px 1px 0 #033070;。text-shadow: -1px 1px 0 #033070;。第0回 Sublime Text 2 勉強会 で Emmet について話してきた。",6,211,"2013-10-24 23:41:15.479296","2013-10-24 23:41:15.479296"
188,"「before」ってあるじゃないですか。before(:each) do。it ""should say hello"" do。puts ""hello!""。:allとすると、そのブロックが実行される最初に1度だけbeforeが、最後に一度だけafterが実行されます。before :allの罠その① rollbackされない。もし:allでデータを作る際は、after :allのなかでお掃除してあげましょう。before :allの罠その② Mockが使えない。ただ、before :allのブロック内でRSpec::Mock(stubとかmockとかdoubleとか)のメソッドを使おうとすると、。",6,208,"2013-10-24 23:41:15.705557","2013-10-24 23:41:15.705557"
189,"reconnect: false。host: localhost。require 'spec_helper'。expect(response).to be_success。expect(response).to render_template('index')。expect(response).to be_success。expect(response).to render_template(""show"")。context ""when access to not exsting image id"" do。expect(response) render_template(""notfound"")。",6,207,"2013-10-24 23:41:16.174123","2013-10-24 23:41:16.174123"
190,"テスト用DBを構築してスキーマも整えた上で以下のコマンドを打つ。$ rake db:seed RAILS_ENV=test。どうしたものかとRakeタスクの内容を追いかけてみたが、テスト関連のタスクから完全にスルーされているのでseed.rbをテストに使うのはいかんのかとか、seed.rbって実はそんなに使われてないのかななどと言う考えが頭をよぎる。とはいえseed.rbの内容(マスタ類)をやっぱり使いたいので、結局はspec_helper.rbに以下の行を追加することで対応した。system(""rake db:seed"")。もっと賢いやり方があれば教えてください。RailsのRakeタスク。",6,206,"2013-10-24 23:41:16.679037","2013-10-24 23:41:16.679037"
191,"Railsの自動テスト(RSpecでModelのテスト編)。今回はRailsで自動テストをする時に使うRSpecを紹介したいと思います。group :test do。gem ""rspec""。gem ""rspec-rails""。end。$ rails g rspec:install。create  .rspec。create  spec。create  spec/spec_helper.rb。$ rails g rspec:model user。create  spec/models/user_spec.rb。spec/model/user_spec.rbを見てみると次のようになっています。",6,205,"2013-10-24 23:41:18.109643","2013-10-24 23:41:18.109643"
192," ヤフーはソニーの『SmartWatch 2(SW2)』に対応するAndroidアプリ『雨雲レーダー for SmartWatch』を公開した。Android版『Yahoo!地図』と連携して、SmartWatch上で雨雲の状況を確認できるアプリだ。機能は単純で、起動すると自動的に現在地の雨雲の様子を表示する。SmartWatch上でスクロールや時間推移の操作などはできない。また、雨雲レーダーを表示させたSmartWatchの画面をダブルタップすると、連携するAndroidスマートフォンで『Yahoo!地図』アプリが起動する。スマホのアプリ上では詳細な状況や60分後までの降雨予報を確認可能だ。",6,219,"2013-10-25 23:41:06.437921","2013-10-25 23:41:06.437921"
193,"Compass、Sass(Scss)とは?。Sass(Scss)とは?。}。Compassとは?。@import ""compass"";。SassとCompassの導入。Sublime Text 2 で Sass/compass のコンパイルができるパッケージ 『Compass』 « shilog。Sassのインストール。Compassのインストール。Sublime Textでパッケージのインストール。では次にSublime TextでCompass、Sassが使えるようパッケージをインストールしていきます。Sass。Compass。css_dir = ""css""。Sassファイルをコンパイル。",6,209,"2013-10-28 23:41:06.497601","2013-10-28 23:41:06.497601"
194,"SSL証明書というと値段が高い印象がありましたが、StartSSLというサービスで無料でSSL証明書の発行を受けられると言うことで試してみました。StartSSLにユーザー登録する。証明書の発行を行う前に、StartSSLにユーザー登録する必要があります。StartSSLから、""StartSSL Free (Class1)""を選択します。登録を完了すると、StartSSLへのログイン用SSL証明書発行のためのURLが送られてきます。証明書を発行したいドメインを登録します。証明書の設置。今回はnginxでSSL証明書を利用できるようにしてみます。SSL証明書を設置するディレクトリに移動します。",6,220,"2013-10-30 23:41:06.771371","2013-10-30 23:41:06.771371"
195,"ラグビー日本代表はオールブラックスから何点取る?。2日に行われるラグビー日本代表vs.ニュージーランド代表の先発メンバーが発表され、ニュージーランド代表は世界最高峰のSOダン・カーター、主将リッチー・マコウが名を連ねました。日本の過去の対戦成績は0勝4敗(最高得点は17点)ですが、今回の試合で日本は何点取ることができると思いますか?。40点以上。30点以上。18点〜29点。8点〜17点。5〜7点。0〜3点。投票する。投票せずに結果を見る。",6,221,"2013-11-01 23:41:05.796977","2013-11-01 23:41:05.796977"
199,"現在、帰国中のダルビッシュ有(27才)は、元プロゴルファー・古閑美保(30才)が生活する都内の超高級マンションで寝泊まりしているという。しかし10月26日、ダルはハーフモデルのMALIA(30才)らと六本木界隈で会食。もちろんその場には古閑はいなかった。その日の翌々日、ダルと古閑は都心の閑静な住宅街にある高級寿司店で夕飯を楽しんでいた。カウンターに並んで座り、寿司をつまむダルと古閑。時折、ダルは古閑の方へ大きく肩を預け、その姿はまるで夫婦のようだったという。そのオーダーは、ダルに代わって、古閑から店主へと伝えられていた。会計を済ませるとダルは古閑をひとり店に残し、その友人と先に店を出た。",6,229,"2013-11-02 23:41:07.867937","2013-11-02 23:41:07.867937"
200,"「村上春樹の小説がどうも好かん」という方に、たまに出くわします。村上春樹の小説の「好き」「嫌い」は、いったいどこで分かれるんでしょうか?。なぜなら、『ノルウェイの森』は村上春樹の小説のなかでは、ちょっと例外的な作品だからです。アンチ村上派のための村上春樹案内。エッセイは『雨天炎天』です。あなたは、村上春樹が好きですか? 嫌いですか?。『色彩を持たない多崎つくると、彼の巡礼の年』を読んでの、とりあえずの感想 - (チェコ好き)の日記『色彩を持たない多崎つくると、彼の巡礼の年』を読む前に、これもチェック！ - (チェコ好き)の日記村上春樹『遠い太鼓』に見る旅の極意3つ - (チェコ好き)の日記。",6,228,"2013-11-02 23:41:08.139268","2013-11-02 23:41:08.139268"
201,"プラスアルファ・コンサルティングとズノーは11月1日、ネット上で話題のワードをテキストマイニング技術で分析し、ヒットの真相やネットユーザーの動向を紹介するWebサイト「ミシェル!」をオープンした。このサイトは、プラスアルファ・コンサルティングが開発したソーシャル分析ツール「見える化エンジン」を活用。こうした情報は、企業のマーケターが企画書に使えるようにし、企画やマーケティングに携わるビジネスパーソンに役立つ情報提供を目指す。",6,227,"2013-11-02 23:41:12.030553","2013-11-02 23:41:12.030553"
202,"おわりに。本来は自分達でおもしろサイトを探してくるのが一番なのだが、全員がそんな時間があるわけでもない。今回紹介した人達のブクマしたサイトを援護するだけでも、はてなブックマークは更に面白くなるんじゃないだろうか。※idコール飛びまくりですいませんm(__)m。",6,222,"2013-11-02 23:41:12.162916","2013-11-02 23:41:12.162916"
203,"執筆: Ryutaro Mori, Vapes Inc,.(株式会社Vapes)。「SEOなんて時代遅れ」。本日はそんな現状を考慮して、「グーグルのガイドラインに違反すること無くトラフィックを増やす13の心得」をご紹介致します!。hタグ。4. ガイドラインに沿ったリンク施策は超効果的。5. グーグルキーワードプランナーを使う。7. グーグルに勝とうとしない。ロングテールキーワード対策に有利。)。持てるコネクションは余すこと無く使いましょう!。・SEOは必ずグーグルが公表するガイドラインに沿って施策を行いましょう。執筆: Ryutaro Mori, Vapes Inc,.(株式会社Vapes)。",6,225,"2013-11-02 23:41:12.765830","2013-11-02 23:41:12.765830"
204,"1−1.コンテンツマーケティングによる効果。2.コンテンツマーケティングの全体像と基礎知識。・2−1−1.コンテンツマーケティングの定義・2−1−2.購買サイクルとコンテンツマーケティング。2−2.コンテンツマーケティング成功のカギ。5.コンテンツマーケティング実践その3:「検討」。6.コンテンツマーケティング実践その4:「購入」。1ー1.コンテンツマーケティングによる効果。2. コンテンツマーケティングの全体像と基礎知識。2−1−1.コンテンツマーケティングの定義。2−1−2.購買サイクルとコンテンツマーケティング。 。2−2.コンテンツマーケティング成功のカギ。",6,224,"2013-11-02 23:41:13.622714","2013-11-02 23:41:13.622714"
205,"全国に約120か所ある巨大ショッピングセンター(SC)の「イオンモール」。そこで休日に一日中過ごす家族のことを指して、イオニストなる造語まで登場している。大型のショッピングモールはいまさら珍しくないが、なぜこれほどイオニストが増殖しているのか。そして、今年の12月20日にはイオン本社のお膝元である千葉市に「イオンモール幕張新都心」をオープンさせる。まさにコト消費が詰まったイオンモール肝煎りの旗艦店に位置付けられる。流通コンサルタントの月泉博氏が話す。郊外のメリットである広大な敷地を最大限に利用したコト消費で、都会のイオニストを囲い込めなければ、飽和するSC戦争に勝ち残れないということか。",6,223,"2013-11-02 23:41:13.808000","2013-11-02 23:41:13.808000"
206,"MVCの勘違いに関しては、以下のSlideShareが有名かと思います。やはりお前らのMVCは間違っている @mugeso。Userからの入力をControllerが受け取る。取得したデータをControllerが加工する。加工したデータをViewに転送する。Model:データ置き場。MVCの本当の姿?。Userからの入力をControllerが受け取る。ControllerはModelの持っている加工メソッドを操作する。ControllerがViewに命令を送る。Controller:Modelの加工メソッドの操作&Viewの操作をする人。View:Modelの状態を参照し視覚表現するもの。",6,226,"2013-11-02 23:41:13.985130","2013-11-02 23:41:13.985130"
